,label,message,length
1546,ham,"['Good', 'afternoon', 'love', 'job', 'prospects', 'missing', 'lazy', 'bleak', 'hmmm', 'happy', 'filled', 'love']",155
1547,ham,"['Shant', 'disturb', 'u', 'anymore', 'Jia']",37
1548,ham,"['Bishan', 'lar', 'nearer', 'need', 'buy', 'early', 'cos', 'buy', 'gotta', 'park', 'car']",79
1549,ham,"['dont', 'know', 'oh']",24
1550,ham,"['Dude', 'sux', 'snake', 'got', 'old', 'raiden', 'got', 'buff']",50
1551,ham,"['says', 'hi', 'get', 'ass', 'back', 'south', 'tampa', 'preferably', 'kegger']",75
1552,ham,"['e', 'msg', 'jus', 'U', 'said', 'thanks', 'gift']",41
1553,ham,['U'],8
1554,ham,"['Ok', 'dear', 'call', 'chechi']",36
1555,ham,"['Yeah', 'totes', 'u', 'wanna']",31
1556,ham,"['Ok', 'found', 'dis', 'pierre', 'cardin', 'one', 'looks', 'normal', 'costs', '20', 'sale']",73
1557,ham,"['Good', 'sleep', 'rhythm', 'person', 'establish', 'rhythm', 'body', 'learn', 'use', 'want', 'know']",127
1558,ham,"['Wat', 'r', 'u']",14
1559,ham,"['Message', 'Truro', 'Hospital', 'ext', 'phone', 'phone', 'side']",97
1560,ham,"['Single', 'line', 'big', 'meaning', 'Miss', 'anything', '4', 'ur', 'Best', 'Life', 'dont', 'miss', 'ur', 'best', 'life', 'anything', 'Gud', 'nyt']",123
1561,ham,"['got', 'gas', 'money', 'chance', 'gang', 'want', 'go', 'grand', 'nature', 'adventure']",92
1562,ham,"['Dnt', 'worryuse', 'ice', 'pieces', 'cloth', 'packalso', 'take', '2', 'tablets']",63
1563,ham,"['Dude', 'saw', 'parked', 'car', 'sunroof', 'popped', 'Sux']",58
1564,ham,"['Get', 'ready', 'put', 'excellent', 'sub', 'face']",46
1565,ham,"['Tmrw', 'Im', 'finishing', '9', 'doors']",26
1566,ham,"['ltgt', 'g', 'saw', 'days', 'ago', 'guy', 'wants', 'sell', 'wifi', 'ltgt', '3g', 'ltgt', 'Thats', 'blanked']",143
1567,ham,['late'],29
1568,ham,"['whatever', 'im', 'pretty', 'pissed']",31
1569,ham,"['Today', 'ACCEPT', 'DAYU', 'Accept', 'Brother', 'Sister', 'Lover', 'Dear1', 'Best1', 'Clos1', 'Lvblefrnd', 'Jstfrnd', 'Cutefrnd', 'Lifpartnr', 'Belovd', 'Swtheart', 'Bstfrnd', 'rply', 'means', 'enemy']",156
1570,ham,"['dont', 'much', 'image', 'class']",37
1571,ham,"['Noi', 'got', 'rumour', 'going', 'buy', 'apartment', 'chennai']",63
1572,ham,"['Near', 'kalainar', 'tv', 'officethenampet']",33
1573,spam,"['Ur', 'cashbalance', 'currently', '500', 'pounds', 'maximize', 'ur', 'cashin', 'send', 'GO', '86688', '150pmsg', 'CC', '08718720201', 'HGSuite3422Lands', 'RowW1J6HL']",145
1574,spam,"['SMS', 'AUCTION', 'BRAND', 'NEW', 'Nokia', '7250', '4', 'auction', 'today', 'Auction', 'FREE', '2', 'join', 'take', 'part', 'Txt', 'NOKIA', '86021', 'HGSuite3422Lands', 'RowW1J6HL']",149
1575,ham,"['sis', 'catching', 'e', 'show', 'e', 'afternoon', 'im', 'watching', 'w', 'c', 'u', 'wan', '2', 'watch', 'today', 'tmr', 'lor']",104
1576,ham,"['Sounds', 'gd', 'Haha', 'Wah', 'u', 'yan', 'jiu', 'fast', 'liao']",58
1577,ham,"['nosy', 'guess', 'Idk', 'reacting', 'Im', 'freaked']",62
1578,ham,"['Remember', 'hurt', 'days', 'satanic', 'imposter', 'meneed', 'pay', 'priceso', 'itmay', 'destiny', 'keep', 'going', 'u', 'said', 'pray', 'get', 'mind', 'get']",184
1579,ham,"['Make', 'girl', 'Happy', 'difficult', 'make', 'girls', 'happy', 'U', 'need', '1', 'friend', '2', 'Companion', '3', 'Lover', '4', 'Chef', 'ltgt', 'Good', 'listener', 'ltgt', 'Organizer', 'ltgt', 'Good', 'boyfriend', 'ltgt', 'clean', 'ltgt', 'Sympathetic', 'ltgt', 'Athletic', 'ltgt', 'Warm', 'ltgt', 'Courageous', 'ltgt', 'Determined', 'ltgt', 'True', 'ltgt', 'Dependable', 'ltgt', 'Intelligent', 'ltgt', 'Psychologist', 'ltgt', 'Pest', 'exterminator', 'ltgt', 'Psychiatrist', 'ltgt', 'Healer', 'ltgt', 'Stylist', 'ltgt', 'Driver', 'Aaniye', 'pudunga', 'venaam']",611
1580,ham,"['princess', 'bet', 'brothas', 'chasing']",61
1581,ham,"['shall', 'book', 'chez', 'jules', 'half', 'eight', 'thats', 'ok']",62
1582,ham,"['Hhahhaahahah', 'rofl', 'wtf', 'nig', 'leonardo', 'room', 'something']",64
1583,ham,"['Yep', 'dereks', 'house', 'see', 'Sunday', 'lt3']",47
1584,ham,"['cool', 'let', 'know', 'kicks', 'around', 'ltgt', 'Ill', 'day']",92
1585,ham,"['Sorry', 'Ill', 'call', 'later']",22
1586,ham,"['wondering', 'would', 'okay', 'call', 'uncle', 'john', 'let', 'know', 'things', 'nigeria', 'r', 'ltgt', 'dollars', '2years', 'sent', 'know', 'strain', 'plan', 'pay', 'back', 'every', 'dime', 'gives', 'Every', 'dime', 'expect', 'anything', 'practical', 'Something', 'like']",338
1587,ham,"['charges', 'transfer', 'charges', 'withdraw', 'anyhow', 'like']",86
1588,ham,"['Dont', 'search', 'love', 'let', 'love', 'find', 'U', 'Thats', 'called', 'falling', 'love', 'bcoz', 'U', 'dont', 'force', 'U', 'fall', 'U', 'know', 'smeone', 'hold', 'U', 'BSLVYL']",159
1589,ham,"['4', 'Lets', 'go', 'bill', 'millers']",30
1590,ham,"['love', 'set', 'soul', 'fire', 'spark', 'flame', 'big', 'rawring', 'flame', 'XoXo']",105
1591,ham,"['Somewhr', 'someone', 'surely', 'made', '4', 'u', 'God', 'decided', 'perfect', 'time', 'make', 'u', 'meet', 'dat', 'person', 'till', 'den', 'Enjoy', 'ur', 'crushes']",148
1592,ham,"['Thats', 'honeymoon', 'outfit']",30
1593,ham,"['help', 'propose', 'going', 'back', 'tomorrow']",52
1594,spam,"['PRIVATE', '2003', 'Account', 'Statement', 'shows', '800', 'unredeemed', 'points', 'Call', '08719899230', 'Identifier', 'Code', '41685', 'Expires', '071104']",136
1595,ham,"['Never', 'blame', 'day', 'ur', 'life', 'Good', 'days', 'give', 'u', 'happiness', 'Bad', 'days', 'give', 'u', 'experience', 'essential', 'life', 'Gods', 'blessings', 'good', 'morning']",152
1596,ham,"['Pls', 'confirm', 'time', 'collect', 'cheque']",43
1597,spam,"['Registered', 'Subscriber', 'yr', 'draw', '4', '£100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'ans', 'next', 'olympics', 'Txt', 'ans', '80062']",145
1598,spam,"['URGENT', 'Mobile', 'number', 'awarded', '£2000', 'prize', 'GUARANTEED', 'Call', '09061790121', 'land', 'line', 'Claim', '3030', 'Valid', '12hrs', '150ppm']",143
1599,ham,"['Daddy', 'take', 'good', 'care']",35
1600,ham,"['Yeah', 'probably', 'still', 'gotta', 'check', 'leo']",47
1601,ham,"['Kthen', 'special']",25
1602,ham,"['Carlos', 'taking', 'sweet', 'time', 'usual', 'let', 'know', 'patty', 'donewant', 'smoke', 'Ill', 'tell', 'haul', 'ass']",127
1603,ham,"['Ok', 'pa', 'Nothing', 'problem']",25
1604,ham,"['heard', 'job', 'Im', 'going', 'wildlife', 'talk', 'tonight', 'u', 'want2come', 'that2worzels', 'wizzle', 'whatever']",143
1605,ham,"['God', 'picked', 'flower', 'dippeditinaDEW', 'lovingly', 'touched', 'itwhichturnedinto', 'u', 'gifted', 'tomeandsaidTHIS', 'FRIEND', '4U']",128
1606,ham,"['came', 'hostel']",24
1607,ham,"['Ok', 'prob', 'Ill', 'come', 'lunch']",43
1608,ham,"['Jus', 'telling', 'u', 'dat', 'ill', 'b', 'leaving', '4', 'shanghai', '21st', 'instead', 'well', 'haf', 'time', '2', 'meet', 'cya']",99
1609,ham,"['freezing', 'home', 'yet', 'remember', 'kiss', 'mom', 'morning', 'love', 'think', 'missing', 'yet']",152
1610,ham,"['ready', 'big', 'day', 'tomorrow']",37
1611,ham,"['Ill', 'probably', 'around', 'mu', 'lot']",32
1612,ham,['645'],3
1613,spam,"['RTKIng', 'Pro', 'Video', 'Club', 'Need', 'help', 'inforingtonekingcouk', 'call', '08701237397', 'must', '16', 'Club', 'credits', 'redeemable', 'wwwringtonekingcouk', 'Enjoy']",153
1614,ham,"['Thnx', 'dude', 'u', 'guys', '2nite']",28
1615,ham,"['sef', 'dey', 'laugh', 'Meanwhile', 'hows', 'darling', 'anjie']",55
1616,ham,"['Mm', 'food', 'da']",28
1617,ham,"['K', 'makes', 'sense', 'btw', 'carlos', 'difficult', 'guys', 'gonna', 'smoke', 'go', 'pick', 'second', 'batch', 'get', 'gas']",121
1618,ham,"['u', 'download', 'fring', 'app']",29
1619,ham,"['2', 'oz', 'guy', 'kinda', 'flaky', 'one', 'friend', 'interested', 'picking', 'ltgt', 'worth', 'tonight', 'possible']",115
1620,ham,"['Friends', 'u', 'stay', 'fb', 'chat']",39
1621,ham,"['Fuck', 'babe', 'miss', 'sooooo', 'much', 'wish', 'sleep', 'bed', 'lonely', 'go', 'sleep', 'dream', 'love']",154
1622,ham,"['Living', 'simple', 'Loving', 'also', 'simple', 'Laughing', 'simple', 'Winning', 'tooo', 'simple', 'SIMPLE', 'difficult', 'Gud', 'nte']",148
1623,spam,"['U', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'Ufind', 'Rreveal', 'thinks', 'UR', 'specialcall', '09058094599']",132
1624,ham,"['Ah', 'well', 'confuses', 'things', 'doesn‘t']",42
1625,spam,"['500', 'free', 'text', 'msgs', 'text', 'ok', '80488', 'well', 'credit', 'account']",71
1626,ham,"['Hi', 'Dear', 'Call', 'urgnt', 'dont', 'know', 'whats', 'problem', 'dont', 'want', 'work', 'problem', 'least', 'tell', 'Wating', 'reply']",156
1627,ham,"['Dear', 'ok']",25
1628,spam,"['selected', 'stay', '1', '250', 'top', 'British', 'hotels', 'NOTHING', 'Holiday', 'Worth', '£350', 'Claim', 'Call', 'London', '02072069400', 'Bx', '526', 'SW73SS']",146
1629,ham,"['Yes', 'princess', 'want', 'make', 'happy']",41
1630,ham,"['Sounds', 'like', 'many', 'talents', 'would', 'like', 'go', 'dinner', 'date', 'next', 'week']",83
1631,ham,"['going', 'film', '2day', 'da', '6pm', 'Sorry', 'da']",45
1632,ham,"['watching', 'movie', 'already', 'Xy', 'wants', '2', 'shop', 'im', 'shopping', 'w']",73
1633,ham,"['Hello', 'little', 'party', 'animal', 'thought', 'Id', 'buzz', 'friends', 'grins', 'Reminding', 'loved', 'send', 'naughty', 'adoring', 'kiss']",158
1634,ham,"['Yesterday', 'going', 'home']",47
1635,spam,"['Eerie', 'Nokia', 'tones', '4u', 'rply', 'TONE', 'TITLE', '8007', 'eg', 'TONE', 'DRACULA', '8007', 'Titles', 'GHOST', 'ADDAMSFA', 'MUNSTERS', 'EXORCIST', 'TWILIGHT', 'wwwgetzedcouk', 'POBox36504W45WQ', '150p']",161
1636,ham,"['come', 'life', 'brought', 'sun', 'Shiny', 'warming', 'heart', 'Putting', 'constant', 'smile', 'face', 'Making', 'feel', 'loved', 'cared']",159
1637,ham,"['shit', 'wasnt', 'surprised', 'went', 'spent', 'evening', 'french', 'guy', 'met', 'town', 'fooled', 'around', 'bit', 'didnt', 'let', 'fuck']",165
1638,spam,"['0ANETWORKS', 'allow', 'companies', 'bill', 'SMS', 'responsible', 'suppliers', 'shop', 'give', 'guarantee', 'sell', 'B', 'G']",155
1639,ham,"['Great', 'comedycant', 'stop', 'laughing', 'da']",37
1640,spam,"['FreeMsgFeelin', 'kinda', 'lnly', 'hope', 'u', 'like', '2', 'keep', 'company', 'Jst', 'got', 'cam', 'moby', 'wanna', 'c', 'picTxt', 'reply', 'DATE', '82242', 'Msg150p', '2rcv', 'Hlp', '08712317606', 'stop', '82242']",160
1641,ham,"['Alright', 'set', 'text', 'man']",41
1642,ham,"['Hi', 'theyre', 'keen', 'go', 'kind', 'feel', 'shouldnt', 'go', 'tomo', 'dont', 'mind']",136
1643,ham,"['Sleeping', 'nt', 'feeling', 'well']",24
1644,ham,"['U', 'SWITCH', 'FONE', 'DAMMIT']",35
1645,ham,"['India', 'take', 'lead']",25
1646,ham,"['Ill', 'post', 'l8r', 'class']",31
1647,ham,"['Thts', 'wat', 'Wright', 'Brother', 'fly']",36
1648,ham,"['Evening', 'v', 'good', 'somewhat', 'event', 'laden', 'fill', 'dont', 'worry', '…', 'Head', 'ok', 'throat', 'wrecked', 'See', 'six']",130
1649,ham,"['u', 'laugh', 'really', 'loud', 'u', 'talk', 'spontaneously', 'u', 'dont', 'care', 'others', 'feel', 'U', 'probably', 'dear', 'amp', 'best', 'friends', 'GOODEVENING', 'Dear']",156
1650,ham,"['LAPTOP', 'TAKE']",30
1651,ham,"['dont', 'file', 'bagi', 'work', 'called', 'mei', 'tell', 'find', 'anything', 'room']",118
1652,ham,"['wan', 'early', 'lei', 'outside', 'wun', 'b', 'home', 'early', 'Neva', 'mind']",82
1653,spam,"['ur', 'chance', 'win', '£250', 'cash', 'every', 'wk', 'TXT', 'ACTION', '80608', 'TsCs', 'wwwmovietriviatv', 'custcare', '08712405022', '1x150pwk']",122
1654,ham,"['bugis', 'juz', 'wat', 'im', 'walking', 'home', 'oredi', 'Ü', 'late', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', 'r', 'ü']",145
1655,ham,"['Wishing', 'family', 'Merry', 'X', 'mas', 'HAPPY', 'NEW', 'Year', 'advance']",73
1656,ham,"['7', 'go', 'ok', 'na']",22
1657,ham,"['Yes', 'posted', 'couple', 'pics', 'fb', 'Theres', 'still', 'snow', 'outside', 'Im', 'waking']",90
1658,ham,"['Sif', 'one', 'good', 'partnership', 'going', 'take', 'lead']",61
1659,spam,"['RGENT', '2nd', 'attempt', 'contact', 'UU', '£1250', 'CALL', '09071512433', 'b4', '050703', 'TCsBCM4235WC1N3XX', 'callcost', '150ppm', 'mobilesvary', 'max£7', '50']",146
1660,ham,"['Yeah', 'wheres', 'class']",28
1661,ham,"['send', 'Bec', 'temple', 'na']",42
1662,ham,"['arent', 'coming', 'home', 'class', 'right', 'need', 'work', 'shower']",75
1663,spam,"['Hi', 'ur', 'lookin', '4', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'free', 'next', 'week', 'Chat', '2', 'sort', 'time', '09099726429', 'JANINExx', 'Calls£1minMobsmoreLKPOBOX177HP51FL']",159
1664,ham,"['mostly', 'like']",27
1665,ham,"['Ü', 'v', 'fan']",13
1666,ham,"['Dunno', 'cos', 'v', 'late', 'n', 'reach', 'inside', 'already', 'ate', 'spageddies', 'lor', 'e', 'gals', 'r', 'laughing', 'lor']",129
1667,ham,"['Guess', 'spent', 'last', 'night', 'phasing', 'fourth', 'dimension']",73
1668,ham,"['dad', 'gonna', 'call', 'gets', 'work', 'ask', 'crazy', 'questions']",88
1669,ham,"['Yesbut', 'said']",27
1670,ham,"['hurting', 'n', 'meaningful', 'lines', 'ever', 'compromised', 'everything', 'love', 'end', 'love', 'compromised', 'everything', 'Gud', 'mornin']",147
1671,ham,"['Lmaonice', '1']",11
1672,ham,"['Glad', 'see', 'reply']",23
1673,spam,"['URGENT', 'trying', 'contact', 'U', 'Todays', 'draw', 'shows', '£800', 'prize', 'GUARANTEED', 'Call', '09050001295', 'land', 'line', 'Claim', 'A21', 'Valid', '12hrs']",157
1674,spam,"['Monthly', 'password', 'wap', 'mobsicom', '391784', 'Use', 'wap', 'phone', 'PC']",73
1675,ham,"['Nah', 'dub', 'je', 'still', 'buff']",25
1676,ham,"['Painful', 'words', 'thought', 'Happy', 'toughest', 'thing', 'Earth', 'toughest', 'acting', 'Happy', 'unspoken', 'pain', 'inside']",144
1677,ham,"['Yeah', 'thats', 'fine', '£6', 'get', 'ok']",50
1678,ham,"['Lol', 'u', 'come', 'ideas']",40
1679,ham,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'Maintain', 'till', 'life', 'ends', 'Shjas']",156
1680,ham,"['Today', 'song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'Send', 'ur', 'valuable', 'frnds', 'first', 'rply']",122
1681,ham,"['Okay', 'wait', 'ah']",18
1682,ham,['lei'],6
1683,ham,"['HI', 'BABE', 'U', 'R', 'LIKELY', 'BED', 'IM', 'SORRY', 'TONIGHT', 'REALLY', 'WANNA', 'SEE', 'U', 'TOMORROW', 'CALL', '9', 'LOVE', 'XXX']",126
1684,ham,"['Already', 'squatting', 'new', 'way', 'walking']",46
1685,ham,"['want', 'bold', '2', 'bb', 'torch']",30
1686,ham,"['Cramps', 'stopped', 'Going', 'back', 'sleep']",35
1687,spam,"['todays', 'vodafone', 'numbers', 'ending', '0089my', 'last', 'four', 'digits', 'selected', 'received', '£350', 'award', 'number', 'matches', 'please', 'call', '09063442151', 'claim', '£350', 'award']",172
1688,spam,"['Free', 'Top', 'ringtone', 'sub', 'weekly', 'ringtoneget', '1st', 'week', 'freesend', 'SUBPOLY', '816183', 'per', 'weekstop', 'sms08718727870']",114
1689,ham,"['Nan', 'sonathaya', 'soladha', 'boss']",32
1690,ham,"['Bring', 'tat', 'cd', 'forget']",23
1691,spam,"['Sunshine', 'Quiz', 'Wkly', 'Q', 'Win', 'top', 'Sony', 'DVD', 'player', 'u', 'know', 'country', 'Algarve', 'Txt', 'ansr', '82277', '£150', 'SPTyrone']",125
1692,ham,"['dont', 'know', 'Im', 'raping', 'dudes', 'poker']",42
1693,ham,"['Weightloss', 'girl', 'friends', 'Make', 'loads', 'money', 'ebay', 'something', 'give', 'thanks', 'God']",99
1694,ham,"['gr8', 'see', 'message', 'r', 'u', 'leaving', 'Congrats', 'dear', 'school', 'wat', 'r', 'ur', 'plans']",96
1695,ham,"['Ü', 'eatin', 'later', 'im', 'eatin', 'wif', 'frens', 'lei', 'Ü', 'going', 'home', 'first']",72
1696,ham,"['Finish', 'already', 'Yar', 'keep', 'saying', 'mushy', 'embarrassed', 'ok']",72
1697,ham,"['Sorry', 'man', 'stash', 'ran', 'dry', 'last', 'night', 'cant', 'pick', 'sunday']",76
1698,ham,"['Hai', 'priya', 'right', 'doctor', 'said', 'pa']",60
1699,spam,"['Free', 'msg', 'Sorry', 'service', 'ordered', '81303', 'could', 'delivered', 'sufficient', 'credit', 'Please', 'top', 'receive', 'service']",148
1700,ham,['Ok'],5
1701,ham,"['Please', 'ask', 'mummy', 'call', 'father']",31
1702,ham,"['come', 'room', 'cannot', 'come', 'house', 'cos', 'house', 'still', 'messy', 'Haha']",77
1703,ham,"['lost', '10', 'kilos', 'today']",33
1704,ham,"['taste', 'fish', 'curry', 'P']",25
1705,ham,"['Might', 'accidant', 'tookplace', 'somewhere', 'ghodbandar', 'rd', 'Traffic', 'moves', 'slovely', 'plz', 'slip', 'amp', 'dont', 'worry']",126
1706,ham,"['Yun', 'ahnow', 'ü', 'wkg', 'wherebtw', 'ü', 'go', 'nus', 'sc', 'Ü', 'wana', 'specialise', 'wad']",68
1707,ham,"['Yes', 'one', 'woman', 'man', 'Please', 'tell', 'likes', 'dislikes', 'bed']",75
1708,ham,"['test', 'earlier', 'appreciate', 'call', 'tomorrow']",68
1709,ham,"['Hows', 'loverboy', 'keeps', 'coming', 'Queen', 'hmmm', 'Doesnt', 'ache', 'speak', 'Miss', 'desparately']",144
1710,ham,"['U', 'meet', 'fren', 'dun', 'wan', 'meet', 'ah', 'Muz', 'b', 'guy', 'rite']",59
1711,ham,"['promises', 'though', 'havent', 'even', 'gotten', 'dinner', 'yet']",60
1712,ham,"['got', 'back', 'dislikes', 'bed']",49
1713,ham,"['turns', 'stereo', 'love', 'mi', 'phone', 'unknown', 'album']",66
1714,spam,"['Hard', 'LIVE', '121', 'chat', '60pmin', 'Choose', 'girl', 'connect', 'LIVE', 'Call', '09094646899', 'Cheap', 'Chat', 'UKs', 'biggest', 'live', 'service', 'VU', 'BCM1896WC1N3XX']",145
1715,ham,"['Yeah', 'dont', 'see']",24
1716,ham,"['Asking', 'u', 'knw', 'nt', 'May', 'ur', 'frnds', 'classmates']",58
1717,ham,"['Sorry', 'earlier', 'Putting', 'firesAre', 'around', 'talk', '9', 'actually', 'life', 'lol']",107
1718,spam,"['WOW', 'Boys', 'R', 'Back', 'TAKE', '2007', 'UK', 'Tour', 'Win', 'VIP', 'Tickets', 'prebook', 'VIP', 'Club', 'Txt', 'CLUB', '81303', 'Trackmarque', 'Ltd', 'infovipclub4u']",138
1719,ham,"['missionary', 'hook', 'doggy', 'hook', 'standing']",53
1720,ham,"['u', 'better', 'go', 'sleep', 'Dun', 'disturb', 'u', 'liao', 'U', 'wake', 'msg', 'lor']",73
1721,ham,"['Fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']",149
1722,ham,"['watching', 'house', '–', 'entertaining', '–', 'getting', 'whole', 'hugh', 'laurie', 'thing', '–', 'even', 'stick', '–', 'indeed', 'especially', 'stick']",136
1723,ham,"['Thought', 'praps', 'meant', 'another', 'one', 'Goodo', 'Ill', 'look', 'tomorrow']",63
1724,ham,"['Hi', 'Jon', 'Pete', 'Ive', 'bin', '2', 'Spain', 'recently', 'hav', 'sum', 'dinero', 'left', 'Bill', 'said', 'u', 'ur', '\x91rents', 'mayb', 'interested', 'hav', '12000pes', 'around', '£48', 'tb', 'James']",157
1725,ham,"['bold', '2', 'ltgt']",39
1726,ham,"['know', 'shall', 'speak', 'ltgt', 'minutes']",67
1727,ham,"['ALRITE', 'HUNNYWOT', 'U', '2', '2NITE', 'DIDNT', 'END', 'GOIN', 'TOWN', 'JUS', 'DA', 'PUB', 'INSTEAD', 'JUS', 'CHILLIN', 'DA', 'MO', 'BEDROOMLOVE', 'JEN', 'XXX']",127
1728,ham,"['went', 'project', 'centre']",24
1729,ham,"['per', 'request', 'Maangalyam', 'Alaipayuthe', 'set', 'callertune', 'Callers', 'Press', '9', 'copy', 'friends', 'Callertune']",136
1730,ham,"['Lol', 'yeah', 'point', 'guess']",34
1731,ham,"['project', 'w', 'frens', 'lor']",27
1732,ham,"['Lol', 'Well', 'quality', 'aint', 'bad', 'aint', 'complaining']",55
1733,ham,"['K', 'happen', 'tonight']",27
1734,spam,"['Hi', 'Mandy', 'Sullivan', 'calling', 'HOTMIX', 'FMyou', 'chosen', 'receive', '£500000', 'Easter', 'Prize', 'drawPlease', 'telephone', '09041940223', 'claim', '290305', 'prize', 'transferred', 'someone', 'else']",223
1735,ham,"['think', 'going', 'finns', 'come']",39
1736,ham,"['tired', 'special']",36
1737,ham,"['come', 'tomorrow', 'di']",23
1738,ham,"['cant', 'pick', 'phone', 'right', 'Pls', 'send', 'message']",51
1739,ham,"['K', 'go', 'sleep', 'well', 'Take', 'rest']",34
1740,ham,"['U', 'guys', 'never', 'invite', 'anywhere']",34
1741,spam,"['UR', 'GOING', '2', 'BAHAMAS', 'CallFREEFONE', '08081560665', 'speak', 'live', 'operator', 'claim', 'either', 'Bahamas', 'cruise', 'of£2000', 'CASH', '18only', 'opt', 'txt', 'X', '07786200117']",158
1742,ham,"['want', 'please', 'inside', 'outside', 'bedroom']",74
1743,ham,"['EY', 'CALM', 'DOWNON', 'THEACUSATIONS', 'ITXT', 'U', 'COS', 'IWANA', 'KNOW', 'WOTU', 'R', 'DOIN', 'THEWEND', 'HAVENTCN', 'U', 'AGESRING', 'UR', 'UP4', 'NETHING', 'SATLOVE', 'J', 'XXX']",142
1744,ham,"['love', 'wine', 'dine', 'lady']",32
1745,spam,"['Someone', 'conacted', 'dating', 'service', 'entered', 'phone', 'fancy', 'youTo', 'find', 'call', 'landline', '09111030116', 'PoBox12n146tf15']",155
1746,ham,"['I\x92m', 'cool', 'ta', 'luv', 'vtired', '2', 'cause', 'doin', 'loads', 'planning', 'wk', 'got', 'social', 'services', 'inspection', 'nursery', 'Take', 'care', 'spk', 'sn', 'x']",159
1747,ham,"['know', 'account', 'detailsi', 'ask', 'mom', 'send', 'youmy', 'mom', 'reach']",86
1748,ham,"['think', 'u', 'wrong', 'number']",32
1749,ham,"['Feel', 'Always', 'Happy', 'Slowly', 'Becomes', 'Habit', 'amp', 'Finally', 'Becomes', 'Part', 'Life', 'Follow', 'Happy', 'Morning', 'amp', 'Happy', 'Day']",166
1750,ham,"['B', 'LATE', 'LOVE', 'MUM']",22
1751,ham,"['Got', 'itmail', 'panren', 'paru']",26
1752,ham,"['thinking', 'chuckin', 'ur', 'red', 'green', 'n', 'black', 'trainners', '2', 'save', 'carryin', 'bac', 'train']",92
1753,ham,"['Give', 'one', 'miss', 'number', 'please']",37
1754,ham,"['Jus', 'came', 'back', 'fr', 'lunch', 'wif', 'sis', 'U', 'leh']",46
1755,ham,"['schedule', 'next', 'week', 'town', 'weekend']",62
1756,ham,"['Really', 'gooddhanush', 'rocks']",39
1757,ham,"['Lmao', 'ok', 'wont', 'needing', 'u', 'hair', 'anymore']",50
1758,ham,"['Miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']",35
1759,ham,"['Sorry', 'im', 'free']",21
1760,ham,"['u', 'ever', 'get', 'song', 'stuck', 'head', 'reason', 'wont', 'go', 'away', 'til', 'u', 'listen', 'like', '5', 'times']",107
1761,ham,"['Nt', 'yet', 'chikkusimple', 'habbahw', 'abt', 'u']",38
1762,ham,"['Got', 'ur', 'mail', 'Dileepthank', 'muchand', 'look', 'forward', 'lots', 'supportvery', 'less', 'contacts', 'hereremember', 'one', 'venugopal', 'mentionedtomorrow', 'latei', 'shall', 'try', 'come', 'till', 'theregoodnight', 'dear']",205
1763,ham,"['Sometimes', 'Heart', 'Remembrs', 'someone', 'much', 'Forgets', 'someone', 'soon', 'Bcoz', 'Heart', 'like', 'everyone', 'liked', 'ones', 'Remembered', 'Everytime', 'BSLVYL']",158
1764,ham,"['Joys', 'father', 'John', 'John', 'NAME', 'Joys', 'father', 'Mandan']",67
1765,spam,"['Hi', '07734396839', 'IBH', 'Customer', 'Loyalty', 'Offer', 'NEW', 'NOKIA6600', 'Mobile', '£10', 'TXTAUCTIONTxt', 'wordSTART', 'No81151', 'get', 'Now4T']",142
1766,ham,"['Hi', 'yijue', 'regarding', '3230', 'textbook', 'intro', 'algorithms', 'second', 'edition', 'Im', 'selling', '50']",121
1767,spam,"['SMS', 'AUCTION', 'Nokia', '7250i', 'get', 'win', 'FREE', 'auction', 'take', 'part', 'send', 'Nokia', '86021', 'HGSuite3422Lands', 'RowW1JHL', '16']",162
1768,ham,"['K', 'want', 'us', 'come']",26
1769,ham,"['little', 'difficult', 'simple', 'way', 'enter', 'place']",68
1770,ham,"['Ha', 'us', 'e', 'thing', 'got', 'tv', '2', 'watch', 'U', 'thk', '2', 'go', 'tonight', 'u', 'already', 'haf', 'smth', 'mind']",123
1771,ham,"['Dont', 'show', 'far', 'Put', 'new', 'pictures', 'facebook']",61
1772,ham,"['Watching', 'tv', 'got', 'new', 'job']",33
1773,ham,"['Good', 'afternoon', 'sexy', 'buns', 'goes', 'job', 'search', 'wake', 'first', 'thought', 'always', 'love', 'wish', 'fine', 'happy', 'know', 'adore']",156
1774,ham,"['Im', 'coming', 'whatever', 'want']",41
1775,ham,"['ok', 'chikku', '1', 'favourite', 'song']",50
1776,ham,"['u', 'see', 'posted', 'Facebook']",41
1777,spam,"['Call', 'FREEPHONE', '0800', '542', '0578']",33
